epoch,mse
1,0.12696566709108076
2,0.12592726844871266
3,0.12573022786005175
4,0.12594855478071695
5,0.12564981544105455
6,0.12578898075229666
7,0.1257742536658648
8,0.1256994346670905
9,0.12579127616322713
10,0.12571543779238234
11,0.12567710934385745
12,0.1256189806371393
13,0.12569724258413184
14,0.12562346004632935
15,0.12547116654143617
16,0.1254049207029568
17,0.12524124478619023
18,0.1255815221688787
19,0.12539455384024548
20,0.1253624661134181
21,0.12514253318715907
22,0.1252117387545496
23,0.12513457168691164
24,0.12509317593643177
25,0.12505611739720504
26,0.1249654135795439
27,0.12482312008646854
28,0.12413970571397623
29,0.12453750070373064
30,0.12472380642487847
31,0.12444421532292685
32,0.1240019189436777
33,0.12368932375598281
34,0.12398753520059172
35,0.12370924280449679
36,0.12341948063896144
37,0.1230171030846254
38,0.12156796953790074
39,0.1221933910111693
40,0.12224103647279433
41,0.1217047240744835
42,0.12108670923103558
43,0.1207635813090939
44,0.1199798222830687
45,0.1194273257950762
46,0.11847146011538001
47,0.11791080114835693
48,0.11691906461714467
49,0.11601652531763985
50,0.1147415716812462
51,0.11380776192302922
52,0.11261282313143775
53,0.11034648898592703
54,0.11024422665999872
55,0.10884134577697292
56,0.10714269571552992
57,0.10584102030359169
58,0.10446094753492756
59,0.10300115014875363
60,0.10158325809164205
61,0.10024815242453686
62,0.09864734290459813
63,0.0977147379250497
64,0.09646471872284944
65,0.09531353008351354
66,0.09418629419662837
67,0.09319557310217823
68,0.09228770248760271
69,0.0914056659151043
70,0.09054411083943793
71,0.08976993386645317
72,0.08908256906359993
73,0.08831682973074499
74,0.08766235548900611
75,0.08719969871724463
76,0.08664248507363707
77,0.08607761206070286
78,0.08560995840394836
79,0.08509123435558216
80,0.08459162828206075
81,0.08423119123094032
82,0.08382398866116487
83,0.08341404053979812
84,0.08302397054588548
85,0.0825890801213409
86,0.08221736992072766
87,0.08188660170957651
88,0.08147330429632019
89,0.08108139062793948
90,0.08071711701512839
91,0.08021617615367159
92,0.08000304785129175
93,0.07959837406644112
94,0.07918342449078342
95,0.07867440512177488
96,0.07830861000158337
97,0.0777783624546087
98,0.07736199435342125
99,0.07694452488313082
100,0.07651898224351575
101,0.0760038893120758
102,0.0754433032110799
103,0.07488316941339235
104,0.07432389441254457
105,0.07369555652559188
106,0.07307437901624012
107,0.072438235018473
108,0.07165150076503918
109,0.07103842138315909
110,0.07026697762106537
111,0.06948491785513078
112,0.06868403582526843
113,0.06760257453928059
114,0.0670058053173831
115,0.06592194277921967
116,0.06511439739899987
117,0.06408412341921181
118,0.06304347479697016
119,0.06194334435275482
120,0.06074101302593269
121,0.05934805385558293
122,0.05807171291294503
123,0.056455320745720405
124,0.05494433543799236
125,0.05317417538277679
126,0.05142278170154572
127,0.04946508578824355
128,0.04722304685164013
129,0.045612391374413475
130,0.043323684157325675
131,0.041285863602228294
132,0.03931104115513819
133,0.03729717288183494
134,0.03535578504323755
135,0.03344724643562327
136,0.03153898488879619
137,0.029890284735637665
138,0.028184588715399837
139,0.026439541197466505
140,0.025126679363029467
141,0.02373831077947818
142,0.022447486943530607
143,0.021176628948105118
144,0.020049889889070565
145,0.019032699300237155
146,0.018044241399635362
147,0.017106519102799048
148,0.01625938754161178
149,0.015455026198795189
150,0.014709723385708693
151,0.014026158762263824
152,0.013376964072928852
153,0.012761191442692882
154,0.012213126815814532
155,0.01170859879787461
156,0.01122186106006854
157,0.010756894726501464
158,0.01033641870839125
159,0.009932853644046523
160,0.00955584679216844
161,0.009202210775845458
162,0.008873060834968137
163,0.00855705910017199
164,0.00826429169415257
165,0.007979278672693563
166,0.007723121771786426
167,0.0074742417690856836
168,0.0072278164231385465
169,0.0070147811799285585
170,0.0067985833717834915
171,0.006600499527712151
172,0.006411293965269678
173,0.006230489872740679
174,0.006053782225538467
175,0.005887193560938429
176,0.005738087689340943
177,0.005589100509662951
178,0.005440574678216954
179,0.005306806815313844
180,0.005176902786691216
181,0.005052423697085596
182,0.00493256007051748
183,0.004814452057477167
184,0.004707193852277977
185,0.00460156687396281
186,0.004499647916995297
187,0.004400580860174493
188,0.0043072109263237335
189,0.004218099938064696
190,0.0041305165908551
191,0.004046883325528746
192,0.003965838251201014
193,0.003887424628164548
194,0.003812804988299003
195,0.0037397487546199384
196,0.00366995392748087
197,0.003601732532841343
198,0.0035360434026984397
199,0.003472640239584022
200,0.0034104565740030127
201,0.003351567866739778
202,0.0032946091309710296
203,0.003238430779454588
204,0.0031848075447598796
205,0.0031318829215413483
206,0.00308118218359122
207,0.003031563315450921
208,0.002983604017206976
209,0.0029369880025315247
210,0.0028913396417983407
211,0.0028475375185756883
212,0.002805019661903155
213,0.002763189529372169
214,0.0027230180564643968
215,0.0026835105689581797
216,0.002644969689638799
217,0.002607609725482579
218,0.002571277086092557
219,0.002535820684383648
220,0.0025012748886347803
221,0.0024674920837583604
222,0.0024346216812324074
223,0.0024025323906831705
224,0.0023712562748377432
225,0.0023402177465040096
226,0.0023108641071626773
227,0.002281748130454284
228,0.002253249637757222
229,0.0022250712370373857
230,0.0021980254038604444
231,0.002171561258726985
232,0.0021457209007081585
233,0.0021201900238838646
234,0.0020954744528608312
235,0.0020711657834261606
236,0.0020473604482574275
237,0.0020240823074915864
238,0.0020012501527280897
239,0.0019789088609656544
240,0.0019570716189504715
241,0.0019357065822857415
242,0.0019147347609675038
243,0.001893868994748948
244,0.0018740290567824283
245,0.0018542052540796658
246,0.0018348883030063234
247,0.0018159485305988452
248,0.0017972419846660793
249,0.0017790175980771919
250,0.0017611584633403902
251,0.0017434946388757099
252,0.0017263167721167396
253,0.0017092626906443703
254,0.0016926860177918408
255,0.0016763598948941777
256,0.001660307748666987
257,0.0016445091708252274
258,0.0016291239378907146
259,0.0016139303150360337
260,0.001599026739952123
261,0.0015842524611929239
262,0.0015698751723850352
263,0.0015557611463131256
264,0.0015417834924617824
265,0.0015280730416870484
266,0.0015146082764717819
267,0.0015013461401041954
268,0.0014883405010964368
269,0.0014753269109396634
270,0.0014628386173178914
271,0.0014504701957016551
272,0.0014382432692866853
273,0.0014262366695491988
274,0.0014143170940097425
275,0.001402740183553559
276,0.0013912623606797579
277,0.0013799291531486604
278,0.001368811793790162
279,0.0013578657330708124
280,0.0013470691583998165
281,0.0013364737164878089
282,0.0013259902214069442
283,0.001315699223291378
284,0.0013055218913508987
285,0.0012954875237965312
286,0.0012856354799175797
287,0.001275914311169107
288,0.0012662431806593451
289,0.001256837539281159
290,0.001247530724264109
291,0.001238283245633694
292,0.0012292473641653348
293,0.0012202859072654275
294,0.0012114985989708398
295,0.0012028154108623935
296,0.00119420782889464
297,0.001185754972022653
298,0.001177412550634243
299,0.0011691851023894891
300,0.0011610023939640612
301,0.0011530118794280519
302,0.001145103771216972
303,0.001137282699844068
304,0.0011295742815427216
305,0.0011219552004631962
306,0.0011144220617550998
307,0.0011070054102290303
308,0.0010996798879343579
309,0.0010924305544135922
310,0.001085293762448173
311,0.0010782299194509824
312,0.001071247438261204
313,0.0010643716856309686
314,0.0010575394621390754
315,0.0010508447249755624
316,0.0010441763022225438
317,0.0010376405871917536
318,0.0010311315321555395
319,0.0010247524956297457
320,0.0010184212933402955
321,0.0010121424120139322
322,0.0010059734944555519
323,0.0009998594570226553
324,0.0009937959073158783
325,0.000987854298644555
326,0.000981940923371138
327,0.000976105189574504
328,0.0009703388540629592
329,0.0009646244174893878
330,0.0009589495834671711
331,0.0009534072096499111
332,0.0009478648629123069
333,0.0009424276385902424
334,0.0009370252048769954
335,0.0009316845073206936
336,0.000926406447785244
337,0.0009211887482635509
338,0.0009160000709716857
339,0.0009109037986673753
340,0.0009057943523538113
341,0.0009008211749667494
342,0.0008958890108876321
343,0.0008909426347235113
344,0.0008861339559071835
345,0.0008813356192366526
346,0.0008765804787801152
347,0.0008718818770476971
348,0.0008672097242850003
349,0.0008626195468215141
350,0.0008580617815047852
351,0.0008535467680295493
352,0.0008490795439792679
353,0.0008446553642768436
354,0.0008402605412729163
355,0.000835936922639346
356,0.0008316343378432087
357,0.0008273899448943871
358,0.000823168776130009
359,0.000819006556210908
360,0.0008148656215355189
361,0.0008107881119440863
362,0.0008067344134449066
363,0.0008027111164146524
364,0.0007987504930905358
365,0.000794814596627283
366,0.0007909144101147726
367,0.0007870514610306943
368,0.0007832242164209567
369,0.0007794336980008989
370,0.0007756777554550671
371,0.0007719422059146386
372,0.000768244704460873
373,0.0007646064519736105
374,0.000760986173508822
375,0.0007574034407155223
376,0.0007538482923977583
377,0.0007503213430774389
378,0.0007468306427233689
379,0.0007433659512178428
380,0.0007399341089115879
381,0.000736536290123781
382,0.0007331655978701562
383,0.0007298242805895714
384,0.000726511619493936
385,0.0007232292248606665
386,0.0007199750094344966
387,0.0007167372260856153
388,0.0007135483465002973
389,0.0007103754055597179
390,0.0007072314975954351
391,0.0007041059934313126
392,0.000701021248573691
393,0.0006979407237876923
394,0.0006949120053052237
395,0.0006918966494000319
396,0.0006889082955565894
397,0.0006859430742719609
398,0.000683001256435454
399,0.000680085797201293
400,0.0006771944808383395
401,0.0006743199187644465
402,0.0006714763045228746
403,0.0006686552993810679
404,0.0006658540088682045
405,0.0006630742259864669
406,0.0006603196384602266
407,0.0006575842915589022
408,0.0006548724403981914
409,0.0006521844447400142
410,0.0006495149338782455
411,0.0006468656746058424
412,0.0006442383023847497
413,0.0006416292284326762
414,0.0006390452648108031
415,0.0006364780541295343
416,0.0006339290239744881
417,0.0006314025147218854
418,0.0006288947955919585
419,0.0006264041684943517
420,0.0006239350532876597
421,0.000621483363126088
422,0.0006190486372132493
423,0.0006166356909645285
424,0.0006142376335051428
425,0.0006118587222630196
426,0.0006094894484229228
427,0.0006071467833539977
428,0.0006048270200355963
429,0.0006025183915057203
430,0.0006002256927255837
431,0.0005979500031595064
432,0.0005956917460267603
433,0.0005934485476635493
434,0.00059121905798844
435,0.00058901008150928
436,0.0005868143183375963
437,0.0005846387138951638
438,0.0005824739376454185
439,0.0005803240555652718
440,0.0005781937073189771
441,0.0005760764337543766
442,0.0005739690497178161
443,0.0005718844730848783
444,0.0005698065616730237
445,0.0005677529413246135
446,0.0005657073907484106
447,0.0005636767669110388
448,0.0005616572720610382
449,0.0005596581806878649
450,0.0005576689224691432
451,0.0005556934787550425
452,0.0005537296459377492
453,0.000551781039799489
454,0.0005498466494998697
455,0.0005479231595973748
456,0.0005460160817373518
457,0.0005441182025954781
458,0.000542234401892843
459,0.0005403633875329819
460,0.0005385035180296833
461,0.0005366552927666608
462,0.0005348244185708978
463,0.0005329968444245591
464,0.0005311911634736378
465,0.0005293929055248335
466,0.0005276046473906623
467,0.0005258299659343582
468,0.0005240668932113704
469,0.0005223140067324901
470,0.0005205728370280171
471,0.0005188366299461648
472,0.000517120548164818
473,0.0005154164435779449
474,0.000513717857006967
475,0.0005120325950047584
476,0.0005103566792050492
477,0.0005086918432499277
478,0.000507037516875203
479,0.0005053928509407428
480,0.0005037592388270299
481,0.0005021307280886943
482,0.0005005214532353208
483,0.000498916669404282
484,0.000497319961471691
485,0.0004957379643285483
486,0.0004941649941009916
487,0.0004926002434492662
488,0.000491043850590744
489,0.000489499688336764
490,0.0004879623314407033
491,0.0004864350724336848
492,0.00048491831054022817
493,0.0004834079995444001
494,0.0004819015684697062
495,0.00048041438918317215
496,0.00047893685017795474
497,0.00047746344876779286
498,0.00047600091900031234
499,0.000474544860389733
500,0.0004730965996656576
501,0.00047165694810756504
502,0.00047022853215765214
503,0.0004688075422465924
504,0.000467392906547805
505,0.00046598701008127794
506,0.0004645921176635884
507,0.0004632036689634302
508,0.0004618185074398141
509,0.00046044830295752644
510,0.00045908413481662413
511,0.0004577271720904318
512,0.0004563747683690611
513,0.0004550348836155472
514,0.00045370038856741546
515,0.0004523745959038832
516,0.0004510543085875741
517,0.000449743636250394
518,0.00044843850900117585
519,0.0004471423170018109
520,0.00044585206658317224
521,0.00044456837393071913
522,0.00044329388559777424
523,0.00044202469076986596
524,0.0004407636690916518
525,0.0004395079426836093
526,0.0004382609274097522
527,0.00043701778192107075
528,0.00043578641201644886
529,0.0004345594910473707
530,0.00043333808889486924
531,0.0004321238849914382
532,0.00043091677761045307
533,0.00042971629397975435
534,0.0004285211555630884
535,0.0004273332606986942
536,0.0004261512871505619
537,0.00042497670076009614
538,0.0004238071688173097
539,0.0004226427876539844
540,0.00042148684463601515
541,0.0004203364516318684
542,0.0004191910605049659
543,0.00041805407336386815
544,0.00041692124846452657
545,0.0004157907168165137
546,0.00041467302261543937
547,0.00041355889348695403
548,0.0004124496189733469
549,0.0004113467776592702
550,0.0004102477377966959
551,0.0004091513366894157
552,0.00040807060288586137
553,0.00040698978034766535
554,0.0004059135140900114
555,0.0004048445445168692
556,0.0004037801730800746
557,0.0004027215143539914
558,0.0004016676245306067
559,0.0004006193965129137
560,0.0003995756725029427
561,0.00039853846584370707
562,0.0003975065572582176
563,0.0003964786202670177
564,0.0003954571972191364
565,0.00039443974600890597
566,0.0003934278621211444
567,0.00039242027211717497
568,0.000391418936348276
569,0.00039042067867643676
570,0.0003894288569236794
571,0.0003884423907586497
572,0.00038746014176631007
573,0.0003864815725505662
574,0.0003855094946808859
575,0.00038454045240503564
576,0.0003835777063355122
577,0.0003826189643551591
578,0.0003816648476339546
579,0.00038071526362650664
580,0.0003797690426561102
581,0.0003788290128122788
582,0.0003778942097939172
583,0.0003769627583546379
584,0.0003760356733504271
585,0.0003751119508973411
586,0.0003741955220784988
587,0.00037328170518977885
588,0.0003723717939413766
589,0.000371466808842983
590,0.00037056601984395375
591,0.0003696692632337903
592,0.00036877635857329196
593,0.00036788813650378394
594,0.00036700403301059804
595,0.00036612417806419984
596,0.0003652480353474387
597,0.0003643752918045924
598,0.0003635076684236821
599,0.000362643713862472
600,0.00036178310959825545
601,0.0003609279914104394
602,0.00036007590750313813
603,0.0003592282160149549
604,0.00035838324513499286
605,0.00035754304855659385
606,0.0003567038170830142
607,0.00035587307523323857
608,0.0003550445295479865
609,0.000354219374525991
610,0.0003533976746502035
611,0.00035257993213346726
612,0.00035176419167603124
613,0.00035095415767333603
614,0.00035014756085638204
615,0.0003493446540156943
616,0.00034854483720146717
617,0.0003477486623036577
618,0.000346955726717284
619,0.00034616608218638646
620,0.00034538090365383807
621,0.00034459777456645187
622,0.0003438196042034148
623,0.00034304412483620185
624,0.0003422719943166553
625,0.0003415032538903135
626,0.00034073787470547084
627,0.00033997577144273463
628,0.0003392170209629355
629,0.0003384611486266149
630,0.0003377091955186713
631,0.00033696027333519657
632,0.0003362145959165824
633,0.0003354715653997393
634,0.00033473295189201814
635,0.0003339965793595884
636,0.0003332633324316081
637,0.00033253330198978516
638,0.00033180700632883913
639,0.00033108286216346466
640,0.0003303618507885972
641,0.0003296446497216444
642,0.00032893011401179833
643,0.00032821852941073397
644,0.0003275098575666494
645,0.00032680407480002266
646,0.00032610093438043
647,0.00032540144600802837
648,0.00032470461154278455
649,0.0003240107469035914
650,0.0003233196999148137
651,0.0003226313810463759
652,0.00032194596345289534
653,0.00032126347226627103
654,0.00032058273585321677
655,0.00031990595373637616
656,0.00031923248420348104
657,0.00031856094935273977
658,0.0003178920136199575
659,0.0003172263281031143
660,0.00031656300303337895
661,0.0003159022004069783
662,0.0003152431381730751
663,0.0003145886937281701
664,0.00031393668292243145
665,0.00031328665262886585
666,0.00031263913660020253
667,0.0003119940974669798
668,0.00031135193667277365
669,0.000310712551846896
670,0.0003100743984707338
671,0.0003094408378376017
672,0.00030880816142194573
673,0.0003081794875613472
674,0.0003075522498282355
675,0.0003069277949996365
676,0.0003063053197554637
677,0.00030568610083892494
678,0.00030506854767386446
679,0.00030445376629556817
680,0.00030384161426621456
681,0.0003032307993549614
682,0.0003026225021586242
683,0.0003020175689362329
684,0.0003014147761868219
685,0.00030081532779649775
686,0.0003002168236386454
687,0.0002996208212287554
688,0.00029902749042200855
689,0.00029843612441631456
690,0.0002978467432145837
691,0.0002972601278915743
692,0.00029667522214387056
693,0.00029609330152008997
694,0.00029551307489142863
695,0.00029493478914246655
696,0.00029435951598967276
697,0.0002937860231942184
698,0.00029321460223376267
699,0.00029264533635338705
700,0.00029207840715777075
701,0.00029151343039064546
702,0.00029095016697863626
703,0.00029038997085172665
704,0.00028983133018630874
705,0.00028927472086146195
706,0.0002887203318920799
707,0.00028816793692224127
708,0.0002876174295794345
709,0.0002870693935824854
710,0.00028652316176371175
711,0.00028597841423586516
712,0.0002854366956014958
713,0.00028489647762571055
714,0.0002843575103010779
715,0.0002838218081978735
716,0.0002832873982254811
717,0.0002827552353934256
718,0.0002822249637037801
719,0.00028169618469510904
720,0.00028116982025720987
721,0.0002806447058144915
722,0.00028012232311671307
723,0.00027960157253684956
724,0.0002790823549625271
725,0.000278565634964282
726,0.0002780504924789611
727,0.0002775369979961408
728,0.00027702563529760334
729,0.00027651536526132294
730,0.00027600795656932976
731,0.00027550187416419154
732,0.0002749976026994217
733,0.0002744952902747767
734,0.0002739945837807864
735,0.0002734955000095429
736,0.00027299719740381717
737,0.0002725032012602053
738,0.0002720081485853975
739,0.0002715176601622226
740,0.00027102716564099736
741,0.00027053898856494856
742,0.00027005167213249527
743,0.00026956713140467297
744,0.00026908385841699925
745,0.00026860232510101447
746,0.00026812233634092183
747,0.0002676440928763572
748,0.0002671673678631275
749,0.00026669246420251824
750,0.00026621871551206976
751,0.0002657472574505054
752,0.0002652772623436424
753,0.00026480824624193575
754,0.00026434182035638294
755,0.0002638758668119693
756,0.00026341296063926565
757,0.0002629508403249485
758,0.0002624899177951215
759,0.0002620314774589848
760,0.00026157397152254543
761,0.00026111783850656903
762,0.0002606635412932677
763,0.0002602111495176905
764,0.0002597597054251554
765,0.00025931007763447796
766,0.0002588617901065146
767,0.00025841544701438906
768,0.00025797009653176327
769,0.0002575265289540126
770,0.0002570844147086991
771,0.0002566433177941572
772,0.0002562044797804374
773,0.00025576663762528156
774,0.00025533041336889034
775,0.0002548954570592737
776,0.0002544619669311167
777,0.00025402991767940774
778,0.00025359936160834843
779,0.000253170311851636
780,0.00025274243524063225
781,0.0002523162356718054
